Spectrum title              ,             2.5-1-8-9
289           ,             6256
290           ,             6364
291           ,             6530
292           ,             6666
293           ,             6869
294           ,             7104
295           ,             7179
296           ,             7216
297           ,             7169
298           ,             7236
299           ,             7305
300           ,             7174
301           ,             7083
302           ,             7128
303           ,             6928
304           ,             6932
305           ,             7043
306           ,             6933
307           ,             7025
308           ,             6931
309           ,             7153
310           ,             7187
311           ,             7289
312           ,             7231
313           ,             7357
314           ,             7415
315           ,             7495
316           ,             7563
317           ,             7819
318           ,             7880
319           ,             7986
320           ,             8061
321           ,             7967
322           ,             8125
323           ,             8146
324           ,             8295
325           ,             8453
326           ,             8331
327           ,             8553
328           ,             8640
329           ,             8765
330           ,             8923
331           ,             8919
332           ,             8876
333           ,             8892
334           ,             9018
335           ,             9164
336           ,             9108
337           ,             9062
338           ,             9122
339           ,             9190
340           ,             9203
341           ,             9184
342           ,             9116
343           ,             9393
344           ,             9340
345           ,             9451
346           ,             9409
347           ,             9462
348           ,             9533
349           ,             9623
350           ,             9689
351           ,             9604
352           ,             9781
353           ,             9899
354           ,             9979
355           ,             9909
356           ,             9956
357           ,             10143
358           ,             10001
359           ,             10301
360           ,             10052
361           ,             10320
362           ,             10324
363           ,             10427
364           ,             10579
365           ,             10459
366           ,             10469
367           ,             10879
368           ,             10706
369           ,             10894
370           ,             10770
371           ,             10788
372           ,             10923
373           ,             10895
374           ,             10724
375           ,             10800
376           ,             10384
377           ,             10353
378           ,             10378
379           ,             10489
380           ,             10361
381           ,             10348
382           ,             10323
383           ,             10307
384           ,             10291
385           ,             10279
386           ,             10443
387           ,             10240
388           ,             10401
389           ,             10292
390           ,             10380
391           ,             10387
392           ,             10236
393           ,             10253
394           ,             10141
395           ,             10182
396           ,             10275
397           ,             10275
398           ,             10214
399           ,             10288
400           ,             10264
401           ,             9946
402           ,             10298
403           ,             10290
404           ,             9986
405           ,             9971
406           ,             9895
407           ,             9938
408           ,             9874
409           ,             9868
410           ,             9798
411           ,             9664
412           ,             9969
413           ,             9795
414           ,             9567
415           ,             9674
416           ,             9560
417           ,             9506
418           ,             9611
419           ,             9434
420           ,             9330
421           ,             9237
422           ,             9261
423           ,             9033
424           ,             9053
425           ,             9241
426           ,             9153
427           ,             9036
428           ,             8999
429           ,             8888
430           ,             8937
431           ,             8664
432           ,             8524
433           ,             8709
434           ,             8553
435           ,             8573
436           ,             8348
437           ,             8587
438           ,             8472
439           ,             8302
440           ,             8112
441           ,             8105
442           ,             8279
443           ,             7932
444           ,             7864
445           ,             7857
446           ,             7907
447           ,             7749
448           ,             7626
449           ,             7722
450           ,             7386
451           ,             7387
452           ,             7274
453           ,             7259
454           ,             7237
455           ,             7106
456           ,             7146
457           ,             7076
458           ,             6944
459           ,             6638
460           ,             6762
461           ,             6709
462           ,             6471
463           ,             6559
464           ,             6310
465           ,             6317
466           ,             6149
467           ,             6104
468           ,             5835
469           ,             5737
470           ,             5660
471           ,             5670
472           ,             5389
473           ,             5315
474           ,             5048
475           ,             5094
476           ,             4775
477           ,             4792
478           ,             4547
479           ,             4494
480           ,             4319
481           ,             4109
482           ,             4118
483           ,             3778
484           ,             3592
485           ,             3599
486           ,             3301
487           ,             3147
488           ,             2786
489           ,             2676
490           ,             2491
491           ,             2233
492           ,             2116
493           ,             1761
494           ,             1692
495           ,             1515
496           ,             1232
497           ,             1041
498           ,             893
499           ,             745
500           ,             620
501           ,             503
502           ,             399
503           ,             299
504           ,             226
505           ,             191
506           ,             175
507           ,             128
508           ,             106
509           ,             83
510           ,             73
511           ,             77
512           ,             77
513           ,             55
514           ,             50
515           ,             51
516           ,             60
517           ,             56
518           ,             69
519           ,             68
520           ,             61
521           ,             63
522           ,             80
523           ,             69
524           ,             53
525           ,             72
526           ,             73
527           ,             77
528           ,             59
529           ,             76
530           ,             70
531           ,             72
532           ,             67
533           ,             70
534           ,             87
535           ,             69
536           ,             58
537           ,             77
538           ,             56
539           ,             80
540           ,             94
541           ,             86
542           ,             89
543           ,             76
544           ,             68
545           ,             82
546           ,             68
547           ,             80
548           ,             76
549           ,             83
550           ,             82
551           ,             69
552           ,             80
553           ,             80
554           ,             80
555           ,             77
556           ,             89
557           ,             83
558           ,             81
559           ,             80
560           ,             83
561           ,             95
562           ,             88
563           ,             80
564           ,             89
565           ,             82
566           ,             88
567           ,             82
568           ,             87
569           ,             99
570           ,             83
571           ,             83
572           ,             85
573           ,             79
574           ,             100
575           ,             93
576           ,             99
577           ,             89
578           ,             100
579           ,             91
580           ,             88
581           ,             103
582           ,             85
583           ,             83
584           ,             87
585           ,             92
586           ,             94
587           ,             96
588           ,             87
589           ,             93
590           ,             99
591           ,             80
592           ,             69
593           ,             92
594           ,             118
595           ,             85
596           ,             86
597           ,             103
598           ,             102
599           ,             89
600           ,             103
601           ,             98
602           ,             93
603           ,             97
604           ,             95
605           ,             78
606           ,             80
607           ,             99
608           ,             87
609           ,             98
610           ,             88
611           ,             98
612           ,             107
613           ,             100
614           ,             97
615           ,             102
616           ,             95
617           ,             93
618           ,             100
619           ,             109
620           ,             80
621           ,             78
622           ,             86
623           ,             100
624           ,             107
625           ,             78
626           ,             99
627           ,             70
628           ,             100
629           ,             82
630           ,             104
631           ,             80
632           ,             96
633           ,             97
634           ,             100
635           ,             78
636           ,             97
637           ,             90
638           ,             96
639           ,             84
640           ,             83
641           ,             91
642           ,             84
643           ,             87
644           ,             84
645           ,             89
646           ,             63
647           ,             98
648           ,             92
649           ,             69
650           ,             88
651           ,             89
652           ,             93
653           ,             88
654           ,             75
655           ,             76
656           ,             114
657           ,             84
658           ,             76
659           ,             70
660           ,             73
661           ,             59
662           ,             67
663           ,             64
664           ,             76
665           ,             88
666           ,             83
667           ,             75
668           ,             73
669           ,             68
670           ,             75
671           ,             73
672           ,             72
673           ,             86
674           ,             72
675           ,             56
676           ,             80
677           ,             89
678           ,             55
679           ,             75
680           ,             67
681           ,             59
682           ,             71
683           ,             64
684           ,             64
685           ,             75
686           ,             59
687           ,             72
688           ,             64
689           ,             50
690           ,             60
691           ,             61
692           ,             56
693           ,             59
694           ,             55
695           ,             57
696           ,             60
697           ,             57
698           ,             51
699           ,             47
700           ,             59
701           ,             60
702           ,             71
703           ,             57
704           ,             47
705           ,             46
706           ,             47
707           ,             44
708           ,             51
709           ,             48
710           ,             49
711           ,             44
712           ,             44
713           ,             39
714           ,             59
715           ,             44
716           ,             46
717           ,             51
718           ,             48
719           ,             51
720           ,             42
721           ,             43
722           ,             33
723           ,             32
724           ,             41
725           ,             45
726           ,             37
727           ,             49
728           ,             26
729           ,             34
730           ,             46
731           ,             26
732           ,             43
733           ,             36
734           ,             45
735           ,             38
736           ,             27
737           ,             35
738           ,             41
739           ,             36
740           ,             34
741           ,             25
742           ,             39
743           ,             27
744           ,             29
745           ,             22
746           ,             23
747           ,             33
748           ,             29
749           ,             33
750           ,             29
751           ,             29
752           ,             27
753           ,             25
754           ,             27
755           ,             26
756           ,             23
757           ,             28
758           ,             31
759           ,             38
760           ,             29
761           ,             38
762           ,             21
763           ,             23
764           ,             30
765           ,             21
766           ,             24
767           ,             31
768           ,             33
769           ,             32
770           ,             22
771           ,             21
772           ,             23
773           ,             20
774           ,             30
775           ,             25
776           ,             28
777           ,             25
778           ,             35
779           ,             18
780           ,             24
781           ,             20
782           ,             19
783           ,             26
784           ,             20
785           ,             25
786           ,             19
787           ,             18
788           ,             20
789           ,             26
790           ,             26
791           ,             20
792           ,             28
793           ,             26
794           ,             24
795           ,             31
796           ,             27
797           ,             27
798           ,             27
799           ,             32
800           ,             19
801           ,             17
802           ,             28
803           ,             22
804           ,             29
805           ,             22
806           ,             18
807           ,             30
808           ,             25
809           ,             30
810           ,             20
811           ,             25
812           ,             29
813           ,             14
814           ,             16
815           ,             24
816           ,             18
817           ,             24
818           ,             21
819           ,             32
820           ,             23
821           ,             16
822           ,             20
823           ,             25
824           ,             18
825           ,             17
826           ,             15
827           ,             14
828           ,             21
829           ,             17
830           ,             27
831           ,             16
832           ,             19
833           ,             26
834           ,             18
835           ,             24
836           ,             22
837           ,             14
838           ,             11
839           ,             23
840           ,             20
841           ,             22
842           ,             21
843           ,             27
844           ,             18
845           ,             11
846           ,             17
847           ,             8
848           ,             15
849           ,             14
850           ,             20
851           ,             16
852           ,             14
853           ,             10
854           ,             10
855           ,             7
856           ,             13
857           ,             7
858           ,             18
859           ,             17
860           ,             15
861           ,             13
862           ,             13
863           ,             16
864           ,             12
865           ,             15
866           ,             18
867           ,             16
868           ,             18
869           ,             19
870           ,             12
871           ,             17
872           ,             10
873           ,             5
874           ,             8
875           ,             11
876           ,             12
877           ,             15
878           ,             5
879           ,             7
880           ,             12
881           ,             5
882           ,             7
883           ,             13
884           ,             10
885           ,             5
886           ,             8
887           ,             10
888           ,             8
889           ,             5
890           ,             6
891           ,             14
892           ,             11
893           ,             8
894           ,             6
895           ,             13
896           ,             7
897           ,             7
898           ,             5
899           ,             13
900           ,             10
901           ,             6
902           ,             5
903           ,             4
904           ,             9
905           ,             4
906           ,             5
907           ,             3
908           ,             5
909           ,             4
910           ,             5
911           ,             4
912           ,             6
913           ,             6
914           ,             4
915           ,             4
916           ,             2
917           ,             7
918           ,             8
919           ,             5
920           ,             2
921           ,             3
922           ,             7
923           ,             3
924           ,             3
925           ,             2
926           ,             5
927           ,             5
928           ,             3
929           ,             4
930           ,             1
931           ,             2
932           ,             3
933           ,             3
934           ,             4
935           ,             3
936           ,             1
937           ,             2
938           ,             4
939           ,             2
940           ,             3
941           ,             4
942           ,             4
943           ,             1
944           ,             4
945           ,             0
946           ,             2
947           ,             2
948           ,             5
949           ,             2
950           ,             3
951           ,             4
952           ,             2
953           ,             3
954           ,             1
955           ,             1
956           ,             4
957           ,             1
958           ,             1
959           ,             2
960           ,             2
961           ,             1
962           ,             3
963           ,             1
964           ,             0
965           ,             0
966           ,             2
967           ,             3
968           ,             1
969           ,             0
970           ,             1
971           ,             0
972           ,             0
973           ,             0
974           ,             1
975           ,             0
976           ,             1
977           ,             2
978           ,             0
979           ,             0
980           ,             2
981           ,             0
982           ,             0
983           ,             0
984           ,             0
985           ,             0
986           ,             1
987           ,             1
988           ,             0
989           ,             0
990           ,             0
991           ,             1
992           ,             1
993           ,             0
994           ,             0
995           ,             0
996           ,             0
997           ,             0
998           ,             0
999           ,             0
1000          ,             0
1001          ,             0
1002          ,             0
1003          ,             0
1004          ,             0
1005          ,             0
1006          ,             0
1007          ,             0
1008          ,             0
1009          ,             1
1010          ,             1
1011          ,             1
1012          ,             0
1013          ,             0
1014          ,             0
1015          ,             0
1016          ,             0
1017          ,             0
1018          ,             0
1019          ,             0
1020          ,             1
1021          ,             0
1022          ,             0
1023          ,             1
1024          ,             0
1025          ,             0
1026          ,             1
1027          ,             0
1028          ,             0
1029          ,             0
1030          ,             0
1031          ,             0
1032          ,             1
1033          ,             0
1034          ,             0
1035          ,             1
1036          ,             0
1037          ,             0
1038          ,             0
1039          ,             0
1040          ,             0
1041          ,             1
1042          ,             0
1043          ,             0
1044          ,             0
1045          ,             0
1046          ,             0
1047          ,             0
1048          ,             0
1049          ,             0
1050          ,             0
1051          ,             0
1052          ,             0
1053          ,             0
1054          ,             1
1055          ,             0
1056          ,             2
1057          ,             0
1058          ,             0
1059          ,             0
1060          ,             0
1061          ,             0
1062          ,             0
1063          ,             0
1064          ,             0
1065          ,             0
1066          ,             0
1067          ,             1
1068          ,             0
1069          ,             0
1070          ,             1
1071          ,             0
1072          ,             1
1073          ,             0
1074          ,             0
1075          ,             0
1076          ,             1
1077          ,             1
1078          ,             0
1079          ,             0
1080          ,             0
1081          ,             0
1082          ,             0
1083          ,             0
1084          ,             0
1085          ,             0
1086          ,             2
1087          ,             0
1088          ,             0
1089          ,             0
1090          ,             0
1091          ,             0
1092          ,             0
1093          ,             0
1094          ,             1
1095          ,             0
1096          ,             0
1097          ,             0
1098          ,             0
1099          ,             0
1100          ,             0
1101          ,             0
1102          ,             0
1103          ,             0
1104          ,             1
1105          ,             0
1106          ,             0
1107          ,             0
1108          ,             0
1109          ,             0
1110          ,             0
1111          ,             0
1112          ,             0
1113          ,             0
1114          ,             0
1115          ,             0
1116          ,             0
1117          ,             0
1118          ,             1
1119          ,             0
1120          ,             0
1121          ,             0
1122          ,             0
1123          ,             0
1124          ,             0
1125          ,             0
1126          ,             0
1127          ,             0
1128          ,             0
1129          ,             0
1130          ,             0
1131          ,             0
1132          ,             0
1133          ,             0
1134          ,             0
1135          ,             0
1136          ,             0
1137          ,             0
1138          ,             0
1139          ,             0
1140          ,             0
1141          ,             0
1142          ,             0
1143          ,             0
1144          ,             0
1145          ,             0
1146          ,             0
1147          ,             0
1148          ,             0
1149          ,             0
1150          ,             0
1151          ,             0
1152          ,             0
1153          ,             0
1154          ,             0
1155          ,             0
1156          ,             0
1157          ,             0
1158          ,             0
1159          ,             0
1160          ,             0
1161          ,             0
1162          ,             0
1163          ,             0
1164          ,             0
1165          ,             0
1166          ,             0
1167          ,             0
1168          ,             0
1169          ,             0
1170          ,             0
1171          ,             0
1172          ,             0
1173          ,             0
1174          ,             0
1175          ,             0
1176          ,             0
1177          ,             0
1178          ,             0
1179          ,             0
1180          ,             0
1181          ,             0
1182          ,             0
1183          ,             0
1184          ,             0
1185          ,             0
1186          ,             0
1187          ,             0
1188          ,             0
1189          ,             0
1190          ,             0
1191          ,             0
1192          ,             0
1193          ,             0
1194          ,             0
1195          ,             1
1196          ,             0
1197          ,             0
1198          ,             0
1199          ,             0
1200          ,             0
1201          ,             0
1202          ,             0
1203          ,             0
1204          ,             0
1205          ,             1
1206          ,             0
1207          ,             0
1208          ,             0
1209          ,             0
1210          ,             0
1211          ,             0
1212          ,             0
1213          ,             0
1214          ,             0
1215          ,             0
1216          ,             0
1217          ,             0
1218          ,             0
1219          ,             0
1220          ,             0
1221          ,             0
1222          ,             0
1223          ,             0
1224          ,             0
1225          ,             0
1226          ,             0
1227          ,             0
1228          ,             0
1229          ,             0
1230          ,             0
1231          ,             0
1232          ,             0
1233          ,             0
1234          ,             0
1235          ,             0
1236          ,             0
1237          ,             0
1238          ,             1
1239          ,             0
1240          ,             0
1241          ,             0
1242          ,             0
1243          ,             0
1244          ,             0
1245          ,             0
1246          ,             0
1247          ,             0
1248          ,             0
1249          ,             0
1250          ,             0
1251          ,             0
1252          ,             0
1253          ,             0
1254          ,             0
1255          ,             0
1256          ,             0
1257          ,             0
1258          ,             0
1259          ,             0
1260          ,             0
1261          ,             0
1262          ,             0
1263          ,             0
1264          ,             0
1265          ,             0
1266          ,             0
1267          ,             0
1268          ,             0
1269          ,             0
1270          ,             0
1271          ,             0
1272          ,             0
1273          ,             0
1274          ,             0
1275          ,             0
1276          ,             0
1277          ,             0
1278          ,             0
1279          ,             0
1280          ,             0
1281          ,             0
1282          ,             0
1283          ,             0
1284          ,             0
1285          ,             0
1286          ,             0
1287          ,             0
1288          ,             0
1289          ,             0
1290          ,             0
1291          ,             0
1292          ,             0
1293          ,             0
1294          ,             0
1295          ,             0
1296          ,             0
1297          ,             0
1298          ,             0
1299          ,             0
1300          ,             0
1301          ,             0
1302          ,             0
1303          ,             0
1304          ,             0
1305          ,             0
1306          ,             0
1307          ,             0
1308          ,             0
1309          ,             0
1310          ,             0
1311          ,             0
1312          ,             0
1313          ,             0
1314          ,             0
1315          ,             0
1316          ,             1
1317          ,             0
1318          ,             0
1319          ,             0
1320          ,             0
1321          ,             0
1322          ,             0
1323          ,             0
1324          ,             0
1325          ,             0
1326          ,             0
1327          ,             0
1328          ,             0
1329          ,             0
1330          ,             0
1331          ,             0
1332          ,             0
1333          ,             0
1334          ,             0
1335          ,             0
1336          ,             0
1337          ,             0
1338          ,             0
1339          ,             0
1340          ,             0
1341          ,             0
1342          ,             0
1343          ,             0
1344          ,             0
1345          ,             0
1346          ,             0
1347          ,             0
1348          ,             0
1349          ,             0
1350          ,             0
1351          ,             0
1352          ,             0
1353          ,             0
1354          ,             0
1355          ,             0
1356          ,             0
1357          ,             0
1358          ,             0
1359          ,             0
1360          ,             0
1361          ,             0
1362          ,             0
1363          ,             0
1364          ,             0
1365          ,             0
1366          ,             0
1367          ,             0
1368          ,             0
1369          ,             0
1370          ,             0
1371          ,             0
1372          ,             0
1373          ,             0
1374          ,             0
1375          ,             0
1376          ,             0
1377          ,             0
1378          ,             0
1379          ,             0
1380          ,             0
1381          ,             0
1382          ,             0
1383          ,             0
1384          ,             0
1385          ,             0
1386          ,             0
1387          ,             0
1388          ,             0
1389          ,             0
1390          ,             0
1391          ,             0
1392          ,             0
1393          ,             1
1394          ,             0
1395          ,             0
1396          ,             0
1397          ,             0
1398          ,             0
1399          ,             0
1400          ,             0
1401          ,             0
1402          ,             0
1403          ,             0
1404          ,             0
1405          ,             0
1406          ,             0
1407          ,             0
1408          ,             0
1409          ,             0
1410          ,             0
1411          ,             0
1412          ,             0
1413          ,             0
1414          ,             0
1415          ,             0
1416          ,             0
1417          ,             0
1418          ,             0
1419          ,             0
1420          ,             0
1421          ,             0
1422          ,             0
1423          ,             0
1424          ,             0
1425          ,             0
1426          ,             0
1427          ,             0
1428          ,             0
1429          ,             0
1430          ,             0
1431          ,             0
1432          ,             0
1433          ,             0
1434          ,             0
1435          ,             0
1436          ,             0
1437          ,             0
1438          ,             0
1439          ,             0
1440          ,             0
1441          ,             0
1442          ,             0
1443          ,             0
1444          ,             0
1445          ,             0
1446          ,             0
1447          ,             0
1448          ,             0
1449          ,             0
1450          ,             0
1451          ,             0
1452          ,             0
1453          ,             0
1454          ,             0
1455          ,             0
1456          ,             0
1457          ,             0
1458          ,             0
1459          ,             0
1460          ,             0
1461          ,             0
1462          ,             0
1463          ,             0
1464          ,             0
1465          ,             0
1466          ,             0
1467          ,             0
1468          ,             0
1469          ,             0
1470          ,             0
1471          ,             0
1472          ,             0
1473          ,             0
1474          ,             0
1475          ,             0
1476          ,             0
1477          ,             0
1478          ,             0
1479          ,             0
1480          ,             0
1481          ,             0
1482          ,             0
1483          ,             0
1484          ,             0
1485          ,             0
1486          ,             0
1487          ,             0
1488          ,             0
1489          ,             0
1490          ,             0
1491          ,             0
1492          ,             0
1493          ,             0
1494          ,             0
1495          ,             0
1496          ,             0
1497          ,             0
1498          ,             0
1499          ,             0
1500          ,             0
1501          ,             0
1502          ,             0
1503          ,             0
1504          ,             0
1505          ,             0
1506          ,             0
1507          ,             0
1508          ,             0
1509          ,             0
1510          ,             0
1511          ,             0
1512          ,             0
1513          ,             0
1514          ,             0
1515          ,             0
1516          ,             0
1517          ,             0
1518          ,             0
1519          ,             0
1520          ,             0
1521          ,             0
1522          ,             0
1523          ,             0
1524          ,             0
1525          ,             0
1526          ,             0
1527          ,             0
1528          ,             0
1529          ,             0
1530          ,             0
1531          ,             0
1532          ,             0
1533          ,             0
1534          ,             0
1535          ,             0
1536          ,             0
1537          ,             0
1538          ,             0
1539          ,             0
1540          ,             0
1541          ,             0
1542          ,             0
1543          ,             0
1544          ,             0
1545          ,             0
1546          ,             0
1547          ,             0
1548          ,             0
1549          ,             0
1550          ,             0
1551          ,             0
1552          ,             0
1553          ,             0
1554          ,             0
1555          ,             0
1556          ,             0
1557          ,             0
1558          ,             0
1559          ,             0
1560          ,             0
1561          ,             0
1562          ,             0
1563          ,             0
1564          ,             0
1565          ,             0
1566          ,             0
1567          ,             0
1568          ,             0
1569          ,             0
1570          ,             0
1571          ,             0
1572          ,             0
1573          ,             0
1574          ,             0
1575          ,             0
1576          ,             0
1577          ,             0
1578          ,             0
1579          ,             0
1580          ,             0
1581          ,             0
1582          ,             0
1583          ,             0
1584          ,             0
1585          ,             0
1586          ,             0
1587          ,             0
1588          ,             0
1589          ,             0
1590          ,             0
1591          ,             0
1592          ,             0
1593          ,             0
1594          ,             0
1595          ,             0
1596          ,             0
1597          ,             0
1598          ,             0
1599          ,             0
1600          ,             0
1601          ,             0
1602          ,             0
1603          ,             0
1604          ,             0
1605          ,             0
1606          ,             0
1607          ,             0
1608          ,             0
1609          ,             0
1610          ,             0
1611          ,             0
1612          ,             0
1613          ,             0
1614          ,             0
1615          ,             0
1616          ,             0
1617          ,             0
1618          ,             0
1619          ,             0
1620          ,             0
1621          ,             0
1622          ,             0
1623          ,             0
1624          ,             0
1625          ,             0
1626          ,             0
1627          ,             0
1628          ,             0
1629          ,             0
1630          ,             0
1631          ,             0
1632          ,             0
1633          ,             0
1634          ,             0
1635          ,             0
1636          ,             0
1637          ,             0
1638          ,             0
1639          ,             0
1640          ,             0
1641          ,             0
1642          ,             0
1643          ,             0
1644          ,             0
1645          ,             0
1646          ,             0
1647          ,             0
1648          ,             0
1649          ,             0
1650          ,             0
1651          ,             0
1652          ,             0
1653          ,             0
1654          ,             0
1655          ,             0
1656          ,             0
1657          ,             0
1658          ,             0
1659          ,             0
1660          ,             0
1661          ,             0
1662          ,             0
1663          ,             0
1664          ,             0
1665          ,             0
1666          ,             0
1667          ,             0
1668          ,             0
1669          ,             0
1670          ,             0
1671          ,             0
1672          ,             0
1673          ,             0
1674          ,             0
1675          ,             0
1676          ,             0
1677          ,             0
1678          ,             0
1679          ,             0
1680          ,             0
1681          ,             0
1682          ,             0
1683          ,             0
1684          ,             0
1685          ,             0
1686          ,             0
1687          ,             0
1688          ,             0
1689          ,             0
1690          ,             0
1691          ,             0
1692          ,             0
1693          ,             0
1694          ,             0
1695          ,             0
1696          ,             0
1697          ,             0
1698          ,             0
1699          ,             0
1700          ,             0
1701          ,             0
1702          ,             0
1703          ,             0
1704          ,             0
1705          ,             0
1706          ,             0
1707          ,             0
1708          ,             0
1709          ,             0
1710          ,             0
1711          ,             0
1712          ,             0
1713          ,             0
1714          ,             0
1715          ,             0
1716          ,             0
1717          ,             0
1718          ,             0
1719          ,             0
1720          ,             0
1721          ,             0
1722          ,             0
1723          ,             0
1724          ,             0
1725          ,             0
1726          ,             0
1727          ,             0
1728          ,             0
1729          ,             0
1730          ,             0
1731          ,             0
1732          ,             0
1733          ,             0
1734          ,             0
1735          ,             0
1736          ,             0
1737          ,             0
1738          ,             0
1739          ,             0
1740          ,             0
1741          ,             0
1742          ,             0
1743          ,             0
1744          ,             0
1745          ,             0
1746          ,             0
1747          ,             0
1748          ,             0
1749          ,             0
1750          ,             0
1751          ,             0
1752          ,             0
1753          ,             0
1754          ,             0
1755          ,             0
1756          ,             0
1757          ,             0
1758          ,             0
1759          ,             0
1760          ,             0
1761          ,             0
1762          ,             0
1763          ,             0
1764          ,             0
1765          ,             0
1766          ,             0
1767          ,             0
1768          ,             0
1769          ,             0
1770          ,             0
1771          ,             0
1772          ,             0
1773          ,             0
1774          ,             0
1775          ,             0
1776          ,             0
1777          ,             0
1778          ,             0
1779          ,             0
1780          ,             0
1781          ,             0
1782          ,             0
1783          ,             0
1784          ,             0
1785          ,             0
1786          ,             0
1787          ,             0
1788          ,             0
1789          ,             0
1790          ,             0
1791          ,             0
1792          ,             0
1793          ,             0
1794          ,             0
1795          ,             0
1796          ,             0
1797          ,             0
1798          ,             0
1799          ,             0
1800          ,             0
1801          ,             0
1802          ,             0
1803          ,             0
1804          ,             0
1805          ,             0
1806          ,             0
1807          ,             0
1808          ,             0
1809          ,             0
1810          ,             0
1811          ,             0
1812          ,             0
