Spectrum title              ,             M-2-10
290           ,             6467
291           ,             6407
292           ,             6668
293           ,             7058
294           ,             7156
295           ,             7065
296           ,             7442
297           ,             7438
298           ,             7329
299           ,             7362
300           ,             7218
301           ,             7055
302           ,             7069
303           ,             7007
304           ,             6978
305           ,             6998
306           ,             7028
307           ,             6932
308           ,             7104
309           ,             7191
310           ,             7074
311           ,             7165
312           ,             7307
313           ,             7275
314           ,             7422
315           ,             7548
316           ,             7606
317           ,             7719
318           ,             7822
319           ,             7908
320           ,             7966
321           ,             8049
322           ,             8306
323           ,             8261
324           ,             8310
325           ,             8488
326           ,             8220
327           ,             8512
328           ,             8576
329           ,             8803
330           ,             8993
331           ,             8841
332           ,             8810
333           ,             9105
334           ,             9108
335           ,             9210
336           ,             9095
337           ,             9250
338           ,             9148
339           ,             9149
340           ,             9440
341           ,             9221
342           ,             9352
343           ,             9424
344           ,             9476
345           ,             9374
346           ,             9400
347           ,             9604
348           ,             9587
349           ,             9522
350           ,             9496
351           ,             9721
352           ,             9790
353           ,             9776
354           ,             9964
355           ,             10136
356           ,             9939
357           ,             10247
358           ,             10216
359           ,             10106
360           ,             10451
361           ,             10458
362           ,             10631
363           ,             10891
364           ,             11155
365           ,             11297
366           ,             11655
367           ,             11929
368           ,             11984
369           ,             12177
370           ,             12127
371           ,             12277
372           ,             12077
373           ,             11682
374           ,             11669
375           ,             11188
376           ,             11263
377           ,             11065
378           ,             10744
379           ,             10648
380           ,             10488
381           ,             10455
382           ,             10438
383           ,             10578
384           ,             10373
385           ,             10313
386           ,             10269
387           ,             10423
388           ,             10367
389           ,             10386
390           ,             10371
391           ,             10310
392           ,             10359
393           ,             10286
394           ,             10391
395           ,             10291
396           ,             10144
397           ,             10322
398           ,             10418
399           ,             10446
400           ,             10155
401           ,             10416
402           ,             10408
403           ,             10402
404           ,             10306
405           ,             10222
406           ,             10123
407           ,             10020
408           ,             9864
409           ,             9952
410           ,             10061
411           ,             9907
412           ,             9981
413           ,             9783
414           ,             9785
415           ,             9757
416           ,             9474
417           ,             9595
418           ,             9376
419           ,             9396
420           ,             9249
421           ,             9454
422           ,             9362
423           ,             9167
424           ,             9218
425           ,             9288
426           ,             9246
427           ,             9014
428           ,             9039
429           ,             8867
430           ,             8930
431           ,             8945
432           ,             8730
433           ,             8745
434           ,             8646
435           ,             8473
436           ,             8271
437           ,             8430
438           ,             8437
439           ,             8253
440           ,             8112
441           ,             8151
442           ,             8069
443           ,             8032
444           ,             7960
445           ,             7932
446           ,             7790
447           ,             7751
448           ,             7501
449           ,             7428
450           ,             7517
451           ,             7611
452           ,             7290
453           ,             7153
454           ,             7168
455           ,             7264
456           ,             6999
457           ,             6821
458           ,             6811
459           ,             6713
460           ,             6675
461           ,             6674
462           ,             6463
463           ,             6330
464           ,             6344
465           ,             6058
466           ,             6203
467           ,             6076
468           ,             5771
469           ,             5835
470           ,             5817
471           ,             5619
472           ,             5524
473           ,             5261
474           ,             5101
475           ,             4950
476           ,             4897
477           ,             4726
478           ,             4627
479           ,             4499
480           ,             4249
481           ,             4118
482           ,             3916
483           ,             3865
484           ,             3636
485           ,             3396
486           ,             3221
487           ,             3113
488           ,             2885
489           ,             2706
490           ,             2364
491           ,             2203
492           ,             2017
493           ,             1826
494           ,             1638
495           ,             1441
496           ,             1253
497           ,             1102
498           ,             890
499           ,             747
500           ,             652
501           ,             510
502           ,             382
503           ,             311
504           ,             218
505           ,             215
506           ,             132
507           ,             99
508           ,             105
509           ,             103
510           ,             75
511           ,             67
512           ,             76
513           ,             82
514           ,             61
515           ,             60
516           ,             73
517           ,             65
518           ,             55
519           ,             61
520           ,             71
521           ,             60
522           ,             65
523           ,             83
524           ,             67
525           ,             81
526           ,             61
527           ,             75
528           ,             65
529           ,             67
530           ,             75
531           ,             65
532           ,             60
533           ,             65
534           ,             82
535           ,             69
536           ,             71
537           ,             70
538           ,             69
539           ,             77
540           ,             67
541           ,             71
542           ,             77
543           ,             75
544           ,             77
545           ,             83
546           ,             97
547           ,             72
548           ,             70
549           ,             75
550           ,             77
551           ,             67
552           ,             66
553           ,             87
554           ,             60
555           ,             80
556           ,             82
557           ,             81
558           ,             66
559           ,             95
560           ,             82
561           ,             75
562           ,             83
563           ,             85
564           ,             96
565           ,             78
566           ,             91
567           ,             82
568           ,             72
569           ,             96
570           ,             76
571           ,             88
572           ,             95
573           ,             89
574           ,             84
575           ,             97
576           ,             110
577           ,             90
578           ,             83
579           ,             86
580           ,             91
581           ,             100
582           ,             94
583           ,             108
584           ,             80
585           ,             80
586           ,             91
587           ,             89
588           ,             97
589           ,             78
590           ,             76
591           ,             95
592           ,             78
593           ,             101
594           ,             95
595           ,             94
596           ,             99
597           ,             90
598           ,             112
599           ,             101
600           ,             104
601           ,             106
602           ,             90
603           ,             101
604           ,             85
605           ,             98
606           ,             103
607           ,             84
608           ,             95
609           ,             101
610           ,             75
611           ,             104
612           ,             105
613           ,             92
614           ,             104
615           ,             96
616           ,             98
617           ,             79
618           ,             86
619           ,             84
620           ,             117
621           ,             86
622           ,             94
623           ,             104
624           ,             99
625           ,             101
626           ,             80
627           ,             81
628           ,             96
629           ,             77
630           ,             102
631           ,             90
632           ,             80
633           ,             92
634           ,             88
635           ,             84
636           ,             94
637           ,             80
638           ,             101
639           ,             83
640           ,             89
641           ,             80
642           ,             87
643           ,             91
644           ,             93
645           ,             87
646           ,             71
647           ,             78
648           ,             95
649           ,             67
650           ,             76
651           ,             72
652           ,             82
653           ,             69
654           ,             87
655           ,             70
656           ,             108
657           ,             77
658           ,             77
659           ,             102
660           ,             84
661           ,             86
662           ,             81
663           ,             80
664           ,             84
665           ,             87
666           ,             82
667           ,             72
668           ,             77
669           ,             55
670           ,             79
671           ,             68
672           ,             63
673           ,             74
674           ,             68
675           ,             84
676           ,             63
677           ,             69
678           ,             73
679           ,             71
680           ,             63
681           ,             71
682           ,             57
683           ,             62
684           ,             61
685           ,             59
686           ,             56
687           ,             63
688           ,             64
689           ,             75
690           ,             58
691           ,             72
692           ,             60
693           ,             60
694           ,             58
695           ,             45
696           ,             42
697           ,             65
698           ,             69
699           ,             59
700           ,             51
701           ,             50
702           ,             63
703           ,             53
704           ,             50
705           ,             61
706           ,             54
707           ,             56
708           ,             51
709           ,             59
710           ,             44
711           ,             53
712           ,             57
713           ,             48
714           ,             45
715           ,             54
716           ,             49
717           ,             38
718           ,             48
719           ,             37
720           ,             40
721           ,             49
722           ,             43
723           ,             32
724           ,             40
725           ,             40
726           ,             38
727           ,             40
728           ,             35
729           ,             32
730           ,             35
731           ,             31
732           ,             35
733           ,             38
734           ,             37
735           ,             28
736           ,             39
737           ,             41
738           ,             34
739           ,             21
740           ,             35
741           ,             32
742           ,             45
743           ,             36
744           ,             33
745           ,             38
746           ,             28
747           ,             33
748           ,             47
749           ,             38
750           ,             32
751           ,             29
752           ,             25
753           ,             34
754           ,             19
755           ,             24
756           ,             30
757           ,             34
758           ,             27
759           ,             17
760           ,             31
761           ,             27
762           ,             32
763           ,             24
764           ,             27
765           ,             38
766           ,             30
767           ,             31
768           ,             27
769           ,             26
770           ,             33
771           ,             35
772           ,             29
773           ,             19
774           ,             26
775           ,             27
776           ,             22
777           ,             30
778           ,             26
779           ,             38
780           ,             33
781           ,             24
782           ,             32
783           ,             25
784           ,             28
785           ,             34
786           ,             24
787           ,             29
788           ,             24
789           ,             34
790           ,             28
791           ,             28
792           ,             24
793           ,             32
794           ,             36
795           ,             26
796           ,             15
797           ,             33
798           ,             24
799           ,             23
800           ,             25
801           ,             27
802           ,             27
803           ,             18
804           ,             27
805           ,             26
806           ,             25
807           ,             35
808           ,             14
809           ,             24
810           ,             21
811           ,             27
812           ,             25
813           ,             18
814           ,             19
815           ,             27
816           ,             19
817           ,             22
818           ,             35
819           ,             25
820           ,             18
821           ,             21
822           ,             17
823           ,             25
824           ,             22
825           ,             28
826           ,             11
827           ,             23
828           ,             21
829           ,             25
830           ,             20
831           ,             26
832           ,             24
833           ,             12
834           ,             22
835           ,             22
836           ,             22
837           ,             20
838           ,             16
839           ,             23
840           ,             27
841           ,             26
842           ,             17
843           ,             18
844           ,             19
845           ,             16
846           ,             12
847           ,             24
848           ,             17
849           ,             17
850           ,             19
851           ,             21
852           ,             18
853           ,             21
854           ,             15
855           ,             9
856           ,             19
857           ,             17
858           ,             10
859           ,             17
860           ,             15
861           ,             23
862           ,             14
863           ,             13
864           ,             11
865           ,             11
866           ,             9
867           ,             13
868           ,             11
869           ,             12
870           ,             17
871           ,             11
872           ,             9
873           ,             14
874           ,             19
875           ,             13
876           ,             15
877           ,             11
878           ,             10
879           ,             23
880           ,             10
881           ,             10
882           ,             12
883           ,             8
884           ,             13
885           ,             11
886           ,             14
887           ,             15
888           ,             13
889           ,             11
890           ,             8
891           ,             9
892           ,             13
893           ,             8
894           ,             13
895           ,             8
896           ,             10
897           ,             5
898           ,             7
899           ,             6
900           ,             9
901           ,             5
902           ,             9
903           ,             5
904           ,             3
905           ,             4
906           ,             8
907           ,             4
908           ,             6
909           ,             2
910           ,             6
911           ,             5
912           ,             7
913           ,             9
914           ,             8
915           ,             7
916           ,             2
917           ,             7
918           ,             3
919           ,             5
920           ,             10
921           ,             5
922           ,             2
923           ,             3
924           ,             2
925           ,             2
926           ,             4
927           ,             5
928           ,             6
929           ,             4
930           ,             5
931           ,             6
932           ,             6
933           ,             4
934           ,             3
935           ,             0
936           ,             6
937           ,             0
938           ,             2
939           ,             4
940           ,             1
941           ,             0
942           ,             2
943           ,             3
944           ,             2
945           ,             1
946           ,             3
947           ,             1
948           ,             2
949           ,             3
950           ,             1
951           ,             1
952           ,             1
953           ,             1
954           ,             2
955           ,             2
956           ,             1
957           ,             0
958           ,             1
959           ,             2
960           ,             0
961           ,             0
962           ,             0
963           ,             0
964           ,             0
965           ,             3
966           ,             0
967           ,             4
968           ,             0
969           ,             2
970           ,             0
971           ,             0
972           ,             1
973           ,             2
974           ,             1
975           ,             0
976           ,             1
977           ,             2
978           ,             1
979           ,             0
980           ,             0
981           ,             0
982           ,             0
983           ,             0
984           ,             0
985           ,             0
986           ,             0
987           ,             0
988           ,             0
989           ,             0
990           ,             0
991           ,             0
992           ,             0
993           ,             0
994           ,             0
995           ,             0
996           ,             0
997           ,             1
998           ,             0
999           ,             0
1000          ,             0
1001          ,             0
1002          ,             0
1003          ,             0
1004          ,             0
1005          ,             1
1006          ,             1
1007          ,             0
1008          ,             0
1009          ,             0
1010          ,             1
1011          ,             0
1012          ,             0
1013          ,             0
1014          ,             0
1015          ,             0
1016          ,             0
1017          ,             1
1018          ,             1
1019          ,             1
1020          ,             0
1021          ,             0
1022          ,             0
1023          ,             0
1024          ,             1
1025          ,             0
1026          ,             0
1027          ,             0
1028          ,             0
1029          ,             0
1030          ,             0
1031          ,             0
1032          ,             1
1033          ,             0
1034          ,             0
1035          ,             0
1036          ,             0
1037          ,             1
1038          ,             0
1039          ,             0
1040          ,             0
1041          ,             0
1042          ,             1
1043          ,             0
1044          ,             1
1045          ,             0
1046          ,             0
1047          ,             0
1048          ,             0
1049          ,             0
1050          ,             0
1051          ,             0
1052          ,             0
1053          ,             0
1054          ,             0
1055          ,             0
1056          ,             0
1057          ,             0
1058          ,             0
1059          ,             0
1060          ,             0
1061          ,             0
1062          ,             0
1063          ,             0
1064          ,             1
1065          ,             1
1066          ,             0
1067          ,             0
1068          ,             0
1069          ,             0
1070          ,             0
1071          ,             0
1072          ,             0
1073          ,             0
1074          ,             1
1075          ,             0
1076          ,             0
1077          ,             0
1078          ,             0
1079          ,             0
1080          ,             0
1081          ,             0
1082          ,             0
1083          ,             0
1084          ,             0
1085          ,             0
1086          ,             0
1087          ,             0
1088          ,             0
1089          ,             0
1090          ,             0
1091          ,             0
1092          ,             1
1093          ,             0
1094          ,             0
1095          ,             0
1096          ,             0
1097          ,             0
1098          ,             0
1099          ,             0
1100          ,             0
1101          ,             0
1102          ,             0
1103          ,             0
1104          ,             0
1105          ,             0
1106          ,             0
1107          ,             0
1108          ,             0
1109          ,             0
1110          ,             1
1111          ,             0
1112          ,             0
1113          ,             0
1114          ,             0
1115          ,             0
1116          ,             0
1117          ,             0
1118          ,             0
1119          ,             0
1120          ,             0
1121          ,             0
1122          ,             0
1123          ,             0
1124          ,             0
1125          ,             0
1126          ,             0
1127          ,             0
1128          ,             0
1129          ,             0
1130          ,             0
1131          ,             1
1132          ,             0
1133          ,             0
1134          ,             0
1135          ,             0
1136          ,             0
1137          ,             0
1138          ,             0
1139          ,             0
1140          ,             0
1141          ,             0
1142          ,             0
1143          ,             0
1144          ,             0
1145          ,             0
1146          ,             0
1147          ,             0
1148          ,             1
1149          ,             0
1150          ,             0
1151          ,             0
1152          ,             0
1153          ,             0
1154          ,             0
1155          ,             0
1156          ,             0
1157          ,             0
1158          ,             0
1159          ,             0
1160          ,             0
1161          ,             0
1162          ,             0
1163          ,             0
1164          ,             0
1165          ,             0
1166          ,             0
1167          ,             0
1168          ,             0
1169          ,             0
1170          ,             0
1171          ,             0
1172          ,             0
1173          ,             0
1174          ,             0
1175          ,             0
1176          ,             0
1177          ,             0
1178          ,             0
1179          ,             0
1180          ,             0
1181          ,             0
1182          ,             0
1183          ,             0
1184          ,             0
1185          ,             0
1186          ,             0
1187          ,             0
1188          ,             1
1189          ,             0
1190          ,             0
1191          ,             0
1192          ,             0
1193          ,             0
1194          ,             0
1195          ,             2
1196          ,             0
1197          ,             0
1198          ,             0
1199          ,             0
1200          ,             0
1201          ,             1
1202          ,             0
1203          ,             0
1204          ,             0
1205          ,             0
1206          ,             0
1207          ,             0
1208          ,             0
1209          ,             0
1210          ,             0
1211          ,             0
1212          ,             1
1213          ,             0
1214          ,             0
1215          ,             0
1216          ,             0
1217          ,             0
1218          ,             0
1219          ,             0
1220          ,             0
1221          ,             0
1222          ,             0
1223          ,             0
1224          ,             0
1225          ,             0
1226          ,             0
1227          ,             0
1228          ,             0
1229          ,             0
1230          ,             0
1231          ,             0
1232          ,             0
1233          ,             0
1234          ,             0
1235          ,             0
1236          ,             0
1237          ,             0
1238          ,             0
1239          ,             0
1240          ,             0
1241          ,             0
1242          ,             0
1243          ,             0
1244          ,             0
1245          ,             0
1246          ,             0
1247          ,             0
1248          ,             0
1249          ,             0
1250          ,             0
1251          ,             0
1252          ,             0
1253          ,             0
1254          ,             0
1255          ,             0
1256          ,             0
1257          ,             0
1258          ,             0
1259          ,             0
1260          ,             0
1261          ,             0
1262          ,             0
1263          ,             0
1264          ,             0
1265          ,             0
1266          ,             0
1267          ,             2
1268          ,             0
1269          ,             0
1270          ,             1
1271          ,             0
1272          ,             0
1273          ,             0
1274          ,             1
1275          ,             0
1276          ,             0
1277          ,             0
1278          ,             0
1279          ,             0
1280          ,             0
1281          ,             0
1282          ,             0
1283          ,             0
1284          ,             0
1285          ,             0
1286          ,             0
1287          ,             0
1288          ,             0
1289          ,             0
1290          ,             0
1291          ,             0
1292          ,             0
1293          ,             0
1294          ,             0
1295          ,             0
1296          ,             0
1297          ,             0
1298          ,             0
1299          ,             0
1300          ,             0
1301          ,             0
1302          ,             0
1303          ,             0
1304          ,             0
1305          ,             0
1306          ,             0
1307          ,             0
1308          ,             0
1309          ,             0
1310          ,             0
1311          ,             0
1312          ,             0
1313          ,             0
1314          ,             0
1315          ,             0
1316          ,             0
1317          ,             0
1318          ,             0
1319          ,             0
1320          ,             0
1321          ,             0
1322          ,             0
1323          ,             0
1324          ,             0
1325          ,             0
1326          ,             0
1327          ,             0
1328          ,             0
1329          ,             0
1330          ,             0
1331          ,             0
1332          ,             0
1333          ,             0
1334          ,             0
1335          ,             0
1336          ,             0
1337          ,             0
1338          ,             0
1339          ,             0
1340          ,             0
1341          ,             0
1342          ,             0
1343          ,             0
1344          ,             0
1345          ,             0
1346          ,             0
1347          ,             0
1348          ,             0
1349          ,             0
1350          ,             0
1351          ,             0
1352          ,             0
1353          ,             0
1354          ,             0
1355          ,             0
1356          ,             0
1357          ,             0
1358          ,             0
1359          ,             0
1360          ,             0
1361          ,             0
1362          ,             0
1363          ,             0
1364          ,             0
1365          ,             0
1366          ,             0
1367          ,             0
1368          ,             0
1369          ,             0
1370          ,             0
1371          ,             0
1372          ,             0
1373          ,             0
1374          ,             0
1375          ,             0
1376          ,             0
1377          ,             0
1378          ,             0
1379          ,             0
1380          ,             0
1381          ,             0
1382          ,             0
1383          ,             0
1384          ,             0
1385          ,             0
1386          ,             0
1387          ,             0
1388          ,             0
1389          ,             0
1390          ,             0
1391          ,             0
1392          ,             0
1393          ,             0
1394          ,             0
1395          ,             0
1396          ,             0
1397          ,             0
1398          ,             0
1399          ,             0
1400          ,             0
1401          ,             0
1402          ,             0
1403          ,             0
1404          ,             0
1405          ,             0
1406          ,             0
1407          ,             0
1408          ,             0
1409          ,             0
1410          ,             0
1411          ,             0
1412          ,             0
1413          ,             0
1414          ,             0
1415          ,             0
1416          ,             0
1417          ,             0
1418          ,             0
1419          ,             0
1420          ,             0
1421          ,             0
1422          ,             0
1423          ,             0
1424          ,             0
1425          ,             0
1426          ,             0
1427          ,             0
1428          ,             0
1429          ,             0
1430          ,             0
1431          ,             0
1432          ,             0
1433          ,             0
1434          ,             0
1435          ,             0
1436          ,             0
1437          ,             0
1438          ,             0
1439          ,             0
1440          ,             0
1441          ,             0
1442          ,             0
1443          ,             0
1444          ,             0
1445          ,             0
1446          ,             0
1447          ,             0
1448          ,             0
1449          ,             0
1450          ,             0
1451          ,             0
1452          ,             0
1453          ,             0
1454          ,             0
1455          ,             0
1456          ,             0
1457          ,             0
1458          ,             0
1459          ,             0
1460          ,             0
1461          ,             0
1462          ,             0
1463          ,             0
1464          ,             0
1465          ,             0
1466          ,             0
1467          ,             0
1468          ,             0
1469          ,             0
1470          ,             0
1471          ,             0
1472          ,             0
1473          ,             0
1474          ,             0
1475          ,             0
1476          ,             0
1477          ,             0
1478          ,             0
1479          ,             0
1480          ,             0
1481          ,             0
1482          ,             0
1483          ,             0
1484          ,             0
1485          ,             0
1486          ,             0
1487          ,             0
1488          ,             0
1489          ,             0
1490          ,             0
1491          ,             0
1492          ,             0
1493          ,             0
1494          ,             0
1495          ,             0
1496          ,             0
1497          ,             0
1498          ,             0
1499          ,             0
1500          ,             0
1501          ,             0
1502          ,             0
1503          ,             0
1504          ,             0
1505          ,             0
1506          ,             0
1507          ,             0
1508          ,             0
1509          ,             0
1510          ,             0
1511          ,             0
1512          ,             0
1513          ,             0
1514          ,             0
1515          ,             0
1516          ,             0
1517          ,             0
1518          ,             0
1519          ,             0
1520          ,             0
1521          ,             0
1522          ,             0
1523          ,             0
1524          ,             0
1525          ,             0
1526          ,             0
1527          ,             0
1528          ,             0
1529          ,             0
1530          ,             0
1531          ,             0
1532          ,             0
1533          ,             0
1534          ,             0
1535          ,             0
1536          ,             0
1537          ,             0
1538          ,             0
1539          ,             0
1540          ,             0
1541          ,             0
1542          ,             0
1543          ,             0
1544          ,             0
1545          ,             0
1546          ,             0
1547          ,             0
1548          ,             0
1549          ,             0
1550          ,             0
1551          ,             0
1552          ,             0
1553          ,             0
1554          ,             0
1555          ,             0
1556          ,             0
1557          ,             0
1558          ,             0
1559          ,             0
1560          ,             0
1561          ,             0
1562          ,             0
1563          ,             0
1564          ,             0
1565          ,             0
1566          ,             0
1567          ,             0
1568          ,             0
1569          ,             0
1570          ,             0
1571          ,             0
1572          ,             0
1573          ,             0
1574          ,             0
1575          ,             0
1576          ,             0
1577          ,             0
1578          ,             0
1579          ,             0
1580          ,             0
1581          ,             0
1582          ,             0
1583          ,             0
1584          ,             0
1585          ,             0
1586          ,             0
1587          ,             0
1588          ,             0
1589          ,             0
1590          ,             0
1591          ,             0
1592          ,             0
1593          ,             0
1594          ,             0
1595          ,             0
1596          ,             0
1597          ,             0
1598          ,             0
1599          ,             0
1600          ,             0
1601          ,             0
1602          ,             0
1603          ,             0
1604          ,             0
1605          ,             0
1606          ,             0
1607          ,             0
1608          ,             0
1609          ,             0
1610          ,             0
1611          ,             0
1612          ,             0
1613          ,             0
1614          ,             0
1615          ,             0
1616          ,             0
1617          ,             0
1618          ,             0
1619          ,             0
1620          ,             0
1621          ,             0
1622          ,             0
1623          ,             0
1624          ,             0
1625          ,             0
1626          ,             0
1627          ,             0
1628          ,             0
1629          ,             0
1630          ,             0
1631          ,             0
1632          ,             0
1633          ,             0
1634          ,             0
1635          ,             0
1636          ,             0
1637          ,             0
1638          ,             0
1639          ,             0
1640          ,             0
1641          ,             0
1642          ,             0
1643          ,             0
1644          ,             0
1645          ,             0
1646          ,             0
1647          ,             0
1648          ,             0
1649          ,             0
1650          ,             0
1651          ,             0
1652          ,             0
1653          ,             0
1654          ,             0
1655          ,             0
1656          ,             0
1657          ,             0
1658          ,             0
1659          ,             0
1660          ,             0
1661          ,             0
1662          ,             0
1663          ,             0
1664          ,             0
1665          ,             0
1666          ,             0
1667          ,             0
1668          ,             0
1669          ,             0
1670          ,             0
1671          ,             0
1672          ,             0
1673          ,             0
1674          ,             0
1675          ,             0
1676          ,             0
1677          ,             0
1678          ,             0
1679          ,             0
1680          ,             0
1681          ,             0
1682          ,             0
1683          ,             0
1684          ,             0
1685          ,             0
1686          ,             0
1687          ,             0
1688          ,             0
1689          ,             0
1690          ,             0
1691          ,             0
1692          ,             0
1693          ,             0
1694          ,             0
1695          ,             0
1696          ,             0
1697          ,             0
1698          ,             0
1699          ,             0
1700          ,             0
1701          ,             0
1702          ,             0
1703          ,             0
1704          ,             0
1705          ,             0
1706          ,             0
1707          ,             0
1708          ,             0
1709          ,             0
1710          ,             0
1711          ,             0
1712          ,             0
1713          ,             0
1714          ,             0
1715          ,             0
1716          ,             0
1717          ,             0
1718          ,             0
1719          ,             0
1720          ,             0
1721          ,             0
1722          ,             0
1723          ,             0
1724          ,             0
1725          ,             0
1726          ,             0
1727          ,             0
1728          ,             0
1729          ,             0
1730          ,             0
1731          ,             0
1732          ,             0
1733          ,             0
1734          ,             0
1735          ,             0
1736          ,             0
1737          ,             0
1738          ,             0
1739          ,             0
1740          ,             0
1741          ,             0
1742          ,             0
1743          ,             0
1744          ,             0
1745          ,             0
1746          ,             0
1747          ,             0
1748          ,             0
1749          ,             0
1750          ,             0
1751          ,             0
1752          ,             0
1753          ,             0
1754          ,             0
1755          ,             0
1756          ,             0
1757          ,             0
1758          ,             0
1759          ,             0
1760          ,             0
1761          ,             0
1762          ,             0
1763          ,             0
1764          ,             0
1765          ,             0
1766          ,             0
1767          ,             0
1768          ,             0
1769          ,             0
1770          ,             0
1771          ,             0
1772          ,             0
1773          ,             0
1774          ,             0
1775          ,             0
1776          ,             0
1777          ,             0
1778          ,             0
1779          ,             0
1780          ,             0
1781          ,             0
1782          ,             0
1783          ,             0
1784          ,             0
1785          ,             0
1786          ,             0
1787          ,             0
1788          ,             0
1789          ,             0
1790          ,             0
1791          ,             0
1792          ,             0
1793          ,             0
1794          ,             0
1795          ,             0
1796          ,             0
1797          ,             0
1798          ,             0
1799          ,             0
1800          ,             0
1801          ,             0
1802          ,             0
1803          ,             0
1804          ,             0
1805          ,             0
1806          ,             0
1807          ,             0
1808          ,             0
1809          ,             0
1810          ,             0
1811          ,             0
1812          ,             0
1813          ,             0
